legacy id,legacy url,new generated url,url for counting,number of new elements since migration,used in
11675,https://infoscience.epfl.ch/curator/export/11675/?ln=en,https://infoscience.epfl.ch/search?p=markram+OR+%28+Hagens+AND+Pozzorini+%29+OR+Khubieh&f1=author&so=d&rg=300,https://infoscience.epfl.ch/search?f1=author&so=d&rg=300&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=markram+OR+%28+Hagens+AND+Pozzorini+%29+OR+Khubieh,0,JAHIA
11229,http://infoscience.epfl.ch/curator/export/11229/?ln=en,https://infoscience.epfl.ch/search?p=Courtine+AND+%28+source%3Ascience+OR+source%3Anature+OR+source%3Alancet+OR+source%3ACell+OR+source%3Aneuron+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Courtine+AND+%28+source%3Ascience+OR+source%3Anature+OR+source%3Alancet+OR+source%3ACell+OR+source%3Aneuron+%29,0,JAHIA
9771,http://infoscience.epfl.ch/curator/export/9771/?ln=en,https://infoscience.epfl.ch/search?p=%28+Courtine+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+Courtine+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+%29,0,JAHIA
6163,http://infoscience.epfl.ch/curator/export/6163/?ln=en,https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ATHESIS+OR+collection%3ACHAPTER+%29&c=Infoscience%2FResearch%2FSTI%2FIEL%2FLSM&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSTI%2FIEL%2FLSM&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ATHESIS+OR+collection%3ACHAPTER+%29,0,JAHIA
8667,http://infoscience.epfl.ch/curator/export/8667/?ln=en,https://infoscience.epfl.ch/search?p=lashuel&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=lashuel,5,JAHIA
2821,http://infoscience.epfl.ch/curator/publications/exporter/2821/,https://infoscience.epfl.ch/search?p=sfi-ll&c=Infoscience%2FWorking+papers&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FWorking+papers&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=sfi-ll,0,JAHIA
7459,http://infoscience.epfl.ch/curator/export/7459/?ln=fr,https://infoscience.epfl.ch/search?p=&f1=year&c=Infoscience%2FResearch%2FSTI%2FIMT%2FOPT&so=d&rg=100,https://infoscience.epfl.ch/search?p=&f1=year&c=Infoscience%2FResearch%2FSTI%2FIMT%2FOPT&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=,4,JAHIA
6164,http://infoscience.epfl.ch/curator/export/6164/?ln=en,https://infoscience.epfl.ch/search?p=%28+%28+author%3A%22Rosset%2C+s%22+OR+author%3A%22Niklaus%2C+m%22+OR+author%3A%22akbari%2C+s%22+OR+author%3A%22maffli%2C+l%22+OR+author%3A%22dubois%2C+p%22+OR+author%3A%22alici%2C+g%22+%29+AND+unit%3Almts+%29+AND+%28+collection%3AARTICLE+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+%28+author%3A%22Rosset%2C+s%22+OR+author%3A%22Niklaus%2C+m%22+OR+author%3A%22akbari%2C+s%22+OR+author%3A%22maffli%2C+l%22+OR+author%3A%22dubois%2C+p%22+OR+author%3A%22alici%2C+g%22+%29+AND+unit%3Almts+%29+AND+%28+collection%3AARTICLE+%29,0,JAHIA
6165,http://infoscience.epfl.ch/curator/export/6165/?ln=en,https://infoscience.epfl.ch/search?p=%28+%28+author%3A%22Rosset%2C+s%22+OR+author%3A%22Niklaus%2C+m%22+OR+author%3A%22akbari%2C+s%22+OR+author%3A%22maffli%2C+l%22+OR+author%3A%22dubois%2C+p%22+OR+author%3A%22alici%2C+g%22+OR+abstract%3AEAP+%29+AND+unit%3Almts+%29+AND+%28+collection%3ACONF+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+%28+author%3A%22Rosset%2C+s%22+OR+author%3A%22Niklaus%2C+m%22+OR+author%3A%22akbari%2C+s%22+OR+author%3A%22maffli%2C+l%22+OR+author%3A%22dubois%2C+p%22+OR+author%3A%22alici%2C+g%22+OR+abstract%3AEAP+%29+AND+unit%3Almts+%29+AND+%28+collection%3ACONF+%29,0,JAHIA
6296,http://infoscience.epfl.ch/curator/export/6296/?ln=fr,https://infoscience.epfl.ch/search?p=unit%3ALEI+collection%3ACONF+year%3A2012&c=Infoscience%2FResearch%2FSTI%2FIEL%2FLEI&so=a&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSTI%2FIEL%2FLEI&so=a&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ALEI+collection%3ACONF+year%3A2012,0,JAHIA
6297,http://infoscience.epfl.ch/curator/export/6297/?ln=fr,https://infoscience.epfl.ch/search?p=unit%3ALEI+collection%3ATHESIS+year%3A2012&so=a&rg=100,https://infoscience.epfl.ch/search?so=a&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ALEI+collection%3ATHESIS+year%3A2012,0,JAHIA
6487,http://infoscience.epfl.ch/curator/export/6487/?ln=en,https://infoscience.epfl.ch/search?p=unit%3ATNE+AND+year%3A2012&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ATNE+AND+year%3A2012,0,JAHIA
8114,http://infoscience.epfl.ch/curator/export/8114/?ln=en,https://infoscience.epfl.ch/search?p=ajallooeian&f1=author&so=d&rg=100,https://infoscience.epfl.ch/search?f1=author&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=ajallooeian,0,JAHIA
6365,http://infoscience.epfl.ch/curator/export/6365/?ln=en,https://infoscience.epfl.ch/search?p=unit%3A+LCN&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3A+LCN,0,JAHIA
6380,http://infoscience.epfl.ch/curator/export/6380/?ln=en,https://infoscience.epfl.ch/search?bskid=3914&of=xm,,n/a,JAHIA
6393,http://infoscience.epfl.ch/curator/export/6393/?ln=en,https://infoscience.epfl.ch/search?bskid=3915&of=xm,,n/a,JAHIA
6488,http://infoscience.epfl.ch/curator/export/6488/?ln=en,https://infoscience.epfl.ch/search?p=unit%3ATNE+AND+year%3A2011&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ATNE+AND+year%3A2011,0,JAHIA
6489,http://infoscience.epfl.ch/curator/export/6489/?ln=en,https://infoscience.epfl.ch/search?p=unit%3ATNE+AND+year%3A2010&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ATNE+AND+year%3A2010,0,JAHIA
6490,http://infoscience.epfl.ch/curator/export/6490/?ln=en,https://infoscience.epfl.ch/search?p=unit%3ATNE+AND+year%3A2009&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ATNE+AND+year%3A2009,0,JAHIA
7668,http://infoscience.epfl.ch/curator/export/7668/?ln=en,https://infoscience.epfl.ch/search?p=unit%3AUPMEYLAN&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3AUPMEYLAN,2,JAHIA
6537,https://infoscience.epfl.ch/curator/export/6537/?ln=en,https://infoscience.epfl.ch/search?p=%28+%28+2011+OR+2012+%29+AND+%28+lichocki+OR+waibel+%29+AND+%28+floreano+%29+%29+AND+%28+affiliation%3AEPFL+%29&c=Infoscience%2FResearch&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+%28+2011+OR+2012+%29+AND+%28+lichocki+OR+waibel+%29+AND+%28+floreano+%29+%29+AND+%28+affiliation%3AEPFL+%29,0,JAHIA
6589,http://infoscience.epfl.ch/curator/export/6589/?ln=en,https://infoscience.epfl.ch/search?p=%28+LMTS+%2B+%28+%28Poulin+%2B+cells+%29+OR+%28+Akbari+%2B++%28+cells+OR+tissue+%29%29+%29+%29+AND+%28+collection%3AARTICLE+%29&c=Infoscience%2FResearch&so=a&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch&so=a&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+LMTS+%2B+%28+%28Poulin+%2B+cells+%29+OR+%28+Akbari+%2B++%28+cells+OR+tissue+%29%29+%29+%29+AND+%28+collection%3AARTICLE+%29,0,JAHIA
6597,http://infoscience.epfl.ch/curator/export/6597/?ln=en,https://infoscience.epfl.ch/search?p=ratiu&f1=author&so=d&rg=100,https://infoscience.epfl.ch/search?f1=author&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=ratiu,0,JAHIA
12246,http://infoscience.epfl.ch/curator/export/12246/?ln=en,https://infoscience.epfl.ch/search?bskid=4536&of=xm,,n/a,JAHIA
11012,http://infoscience.epfl.ch/curator/export/11012/?ln=en,https://infoscience.epfl.ch/search?p=%28+lmis4+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ATHESIS+OR+collection%3ACHAPTER+OR+collection%3APROC+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+lmis4+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ATHESIS+OR+collection%3ACHAPTER+OR+collection%3APROC+%29,0,JAHIA
6714,https://infoscience.epfl.ch/curator/export/6714/?ln=en&,https://infoscience.epfl.ch/search?p=%28+affiliation%3AEPFL+unit%3ALIS+%28+500%3A%2ADALER%2A+OR+keyword%3A%2ADALER%2A+%29+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ATHESIS+OR+collection%3ACHAPTER+OR+collection%3APROC+OR+collection%3APOSTER+OR+collection%3ATALK+OR+collection%3ASTANDARD+OR+collection%3APATENT+OR+collection%3AREPORT+OR+collection%3AWORKING+OR+collection%3APOLY+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+affiliation%3AEPFL+unit%3ALIS+%28+500%3A%2ADALER%2A+OR+keyword%3A%2ADALER%2A+%29+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ATHESIS+OR+collection%3ACHAPTER+OR+collection%3APROC+OR+collection%3APOSTER+OR+collection%3ATALK+OR+collection%3ASTANDARD+OR+collection%3APATENT+OR+collection%3AREPORT+OR+collection%3AWORKING+OR+collection%3APOLY+%29,0,JAHIA
10067,http://infoscience.epfl.ch/curator/export/10067/?ln=en,https://infoscience.epfl.ch/search?p=mohajeri&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=mohajeri,0,JAHIA
10067,http://infoscience.epfl.ch/curator/export/10067/?ln=en,https://infoscience.epfl.ch/search?p=mohajeri&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=mohajeri,0,JAHIA
9400,http://infoscience.epfl.ch/curator/export/9400/?ln=en,https://infoscience.epfl.ch/search?p=Shintake+OR+Schubert+-Fearing+-unit%3ALMIS1+-Dickinson&c=Infoscience%2FResearch%2FSTI%2FIMT&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSTI%2FIMT&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Shintake+OR+Schubert+-Fearing+-unit%3ALMIS1+-Dickinson,0,JAHIA
6726,http://infoscience.epfl.ch/curator/export/6726/?ln=en,https://infoscience.epfl.ch/search?p=%5BCNBI-NISSAN%5D&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%5BCNBI-NISSAN%5D,0,JAHIA
8444,http://infoscience.epfl.ch/curator/export/8444/?ln=en,https://infoscience.epfl.ch/search?p=%28+review%3AREVIEWED+%29&c=Infoscience%2FResearch%2FENAC%2FIIE%2FLGB&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIE%2FLGB&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+review%3AREVIEWED+%29,0,JAHIA
6755,http://infoscience.epfl.ch/curator/export/6755/?ln=fr,https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+%29&c=Infoscience%2FResearch%2FENAC%2FIIE%2FLGB&so=d&rg=52,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIE%2FLGB&so=d&rg=52&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+%29,0,JAHIA
8507,http://infoscience.epfl.ch/curator/export/8507/?ln=en,https://infoscience.epfl.ch/search?p=MMSPL&c=Infoscience%2FResearch%2FSTI%2FIEL%2FMMSPL&so=d&rg=50,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSTI%2FIEL%2FMMSPL&so=d&rg=50&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=MMSPL,1,JAHIA
10408,http://infoscience.epfl.ch/curator/export/10408/?ln=en,https://infoscience.epfl.ch/search?bskid=3955&of=xm,,n/a,JAHIA
833,http://infoscience.epfl.ch/curator/publications/exporter/833/,https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch%2FSB%2FICMP%2FLQM&so=d&rg=100,https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch%2FSB%2FICMP%2FLQM&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=,0,JAHIA
826,http://infoscience.epfl.ch/curator/publications/exporter/826/,https://infoscience.epfl.ch/search?p=%28+lqm+OR+ronnow+%29+AND+%28+collection%3ASTUDENT+%29&c=Infoscience%2FResearch%2FSB%2FICMP%2FLQM&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSB%2FICMP%2FLQM&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+lqm+OR+ronnow+%29+AND+%28+collection%3ASTUDENT+%29,0,JAHIA
6805,http://infoscience.epfl.ch/curator/export/6805/?ln=en,https://infoscience.epfl.ch/search?p=%28+goldmann+AND+3D+%29+OR+%28+goldmann+AND+stereo+%29+OR+%28+goldmann+AND+stereoscopic+%29+OR+rerabek+OR+hanhart+NOT+proenca+NOT+vajda&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+goldmann+AND+3D+%29+OR+%28+goldmann+AND+stereo+%29+OR+%28+goldmann+AND+stereoscopic+%29+OR+rerabek+OR+hanhart+NOT+proenca+NOT+vajda,0,JAHIA
6817,http://infoscience.epfl.ch/curator/export/6817/?ln=en,https://infoscience.epfl.ch/search?p=%28+unit%3ALAST+%29+AND+%28+collection%3ACHAPTER+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3ALAST+%29+AND+%28+collection%3ACHAPTER+%29,0,JAHIA
6817,http://infoscience.epfl.ch/curator/export/6817/?ln=fr,https://infoscience.epfl.ch/search?p=%28+unit%3ALAST+%29+AND+%28+collection%3ACHAPTER+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3ALAST+%29+AND+%28+collection%3ACHAPTER+%29,0,JAHIA
10889,http://infoscience.epfl.ch/curator/export/10889/?ln=en,https://infoscience.epfl.ch/search?bskid=4420&of=xm,,n/a,JAHIA
6858,http://infoscience.epfl.ch/curator/export/6858/?ln=en,https://infoscience.epfl.ch/search?bskid=3964&of=xm,,n/a,JAHIA
7678,http://infoscience.epfl.ch/curator/export/7678/?ln=e,https://infoscience.epfl.ch/search?p=%28+unit%3ALIFMET+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29+AND+%28+status%3AACCEPTED+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3ALIFMET+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29+AND+%28+status%3AACCEPTED+%29,0,JAHIA
7681,http://infoscience.epfl.ch/curator/export/7681/?ln=en,https://infoscience.epfl.ch/search?p=%28+unit%3Alifmet+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29&so=d&rg=200,https://infoscience.epfl.ch/search?so=d&rg=200&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Alifmet+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29,0,JAHIA
7677,http://infoscience.epfl.ch/curator/export/7677/?ln=en,https://infoscience.epfl.ch/search?p=%28+unit%3ALIFMET+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29+AND+%28+status%3APUBLISHED+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3ALIFMET+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29+AND+%28+status%3APUBLISHED+%29,0,JAHIA
6897,https://infoscience.epfl.ch/curator/export/6897/,https://infoscience.epfl.ch/search?p=affiliation%3AEPFL+unit%3ALIS+500%3A%2Aplantoid%2A&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=affiliation%3AEPFL+unit%3ALIS+500%3A%2Aplantoid%2A,0,JAHIA
6902,http://infoscience.epfl.ch/curator/export/6902/?ln=en,https://infoscience.epfl.ch/search?p=%28+unit%3Alifmet+%29+AND+%28+collection%3ABOOK+OR+collection%3ACHAPTER+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Alifmet+%29+AND+%28+collection%3ABOOK+OR+collection%3ACHAPTER+%29,0,JAHIA
7683,http://infoscience.epfl.ch/curator/export/7683/?ln=en,https://infoscience.epfl.ch/search?p=%28+unit%3Alifmet+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29+AND+%28+status%3APUBLISHED+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Alifmet+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29+AND+%28+status%3APUBLISHED+%29,0,JAHIA
852,http://infoscience.epfl.ch/curator/publications/exporter/852/,https://infoscience.epfl.ch/search?p=author%3Amermoud&c=Infoscience%2FResearch%2FENAC%2FIIE%2FDISAL&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIE%2FDISAL&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3Amermoud,0,JAHIA
852,http://infoscience.epfl.ch/curator/publications/exporter/852/,https://infoscience.epfl.ch/search?p=author%3Amermoud&c=Infoscience%2FResearch%2FENAC%2FIIE%2FDISAL&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIE%2FDISAL&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3Amermoud,0,JAHIA
6907,http://infoscience.epfl.ch/curator/export/6907/?ln=en,https://infoscience.epfl.ch/search?p=grandjean+n+2012&c=Infoscience%2FResearch&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2012,0,JAHIA
8433,http://infoscience.epfl.ch/curator/export/8433/?ln=en,https://infoscience.epfl.ch/search?p=%28+unit%3Alifmet+%29+AND+%28+collection%3ACONF+OR+collection%3APOSTER+OR+collection%3ATALK+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Alifmet+%29+AND+%28+collection%3ACONF+OR+collection%3APOSTER+OR+collection%3ATALK+%29,0,JAHIA
6945,http://infoscience.epfl.ch/curator/export/6945,https://infoscience.epfl.ch/search?p=%28+sauter+o+%29+AND+%28+collection%3AARTICLE+%29&so=d&rg=600,https://infoscience.epfl.ch/search?so=d&rg=600&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+sauter+o+%29+AND+%28+collection%3AARTICLE+%29,0,JAHIA
6915,http://infoscience.epfl.ch/curator/export/6915/?ln=en,https://infoscience.epfl.ch/search?p=Soares%2C+Jorge+M.&f1=author&so=d&rg=100,https://infoscience.epfl.ch/search?f1=author&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Soares%2C+Jorge+M.,0,JAHIA
6917,http://infoscience.epfl.ch/curator/export/6917/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2011&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2011,0,JAHIA
6918,http://infoscience.epfl.ch/curator/export/6918/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2010&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2010,0,JAHIA
6919,http://infoscience.epfl.ch/curator/export/6919/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2009&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2009,0,JAHIA
6920,http://infoscience.epfl.ch/curator/export/6920/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2008&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2008,0,JAHIA
6921,http://infoscience.epfl.ch/curator/export/6921/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2007&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2007,0,JAHIA
6922,http://infoscience.epfl.ch/curator/export/6922/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2006&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2006,0,JAHIA
6923,http://infoscience.epfl.ch/curator/export/6923/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2005&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2005,0,JAHIA
6924,http://infoscience.epfl.ch/curator/export/6924/?ln=fr,https://infoscience.epfl.ch/search?p=grandjean+n+2004&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=grandjean+n+2004,1,JAHIA
6925,http://infoscience.epfl.ch/curator/export/6925/?ln=en,https://infoscience.epfl.ch/search?p=sifakis+AND+%28+%22Rigorous+Component-Based+System+Design+Using+the+BIP+Framework%22++OR+%22The+Algebra+of+Connectors+%E2%80%94+Structuring+Interaction+in+BIP%22+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=sifakis+AND+%28+%22Rigorous+Component-Based+System+Design+Using+the+BIP+Framework%22++OR+%22The+Algebra+of+Connectors+%E2%80%94+Structuring+Interaction+in+BIP%22+%29,0,JAHIA
6937,http://infoscience.epfl.ch/curator/export/6937/?ln=en,https://infoscience.epfl.ch/search?bskid=3974&of=xm,,n/a,JAHIA
6938,http://infoscience.epfl.ch/curator/export/6938/?ln=en,https://infoscience.epfl.ch/search?p=Rigorous+Component-Based+System+Design+AND+Sifakis&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Rigorous+Component-Based+System+Design+AND+Sifakis,0,JAHIA
6951,http://infoscience.epfl.ch/curator/export/6951/,https://infoscience.epfl.ch/search?p=author%3Asanita+-edmonds+-Karrenbauer+-Roma+-sperduto&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3Asanita+-edmonds+-Karrenbauer+-Roma+-sperduto,0,JAHIA
496,http://infoscience.epfl.ch/curator/publications/exporter/496/,https://infoscience.epfl.ch/search?p=Eisenbrand++Shmonin&f1=author&c=Infoscience&so=d&rg=2,https://infoscience.epfl.ch/search?f1=author&c=Infoscience&so=d&rg=2&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Eisenbrand++Shmonin,0,JAHIA
