legacy id,legacy url,legacy raw search values,new generated url,url for counting,number of new elements since migration,used in
5600,http://infoscience.epfl.ch/curator/export/5600/,{'search_collection': 'Infoscience/Research'},https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch&so=d&rg=100,https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=,100,PEOPLE
5600,http://infoscience.epfl.ch/curator/export/5600/,{'search_collection': 'Infoscience/Research'},https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch&so=d&rg=100,https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=,100,PEOPLE
4452,http://infoscience.epfl.ch/curator/export/4452/?ln=fr,"{'search_pattern': 'Jongen, N', 'search_field_restriction': 'author'}",https://infoscience.epfl.ch/search?p=Jongen%2C+N&f1=author&so=d&rg=100,https://infoscience.epfl.ch/search?f1=author&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Jongen%2C+N,0,PEOPLE
4452,http://infoscience.epfl.ch/curator/export/4452/?ln=fr,"{'search_pattern': 'Jongen, N', 'search_field_restriction': 'author'}",https://infoscience.epfl.ch/search?p=Jongen%2C+N&f1=author&so=d&rg=100,https://infoscience.epfl.ch/search?f1=author&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Jongen%2C+N,0,PEOPLE
1870,http://infoscience.epfl.ch/curator/export/1870/,"{'search_pattern': 'author:""van lintel, H*""', 'search_collection': 'Infoscience/Research/STI'}",https://infoscience.epfl.ch/search?p=author%3A%22van+lintel%2C+H%2A%22&c=Infoscience%2FResearch%2FSTI&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSTI&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3A%22van+lintel%2C+H%2A%22,0,PEOPLE
1870,http://infoscience.epfl.ch/curator/export/1870/,"{'search_pattern': 'author:""van lintel, H*""', 'search_collection': 'Infoscience/Research/STI'}",https://infoscience.epfl.ch/search?p=author%3A%22van+lintel%2C+H%2A%22&c=Infoscience%2FResearch%2FSTI&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSTI&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3A%22van+lintel%2C+H%2A%22,0,PEOPLE
4881,http://infoscience.epfl.ch/curator/export/4881/,"{'search_pattern': 'author:""van lintel, H*""', 'search_collection': 'Infoscience/Research/Archive/STI'}",https://infoscience.epfl.ch/search?p=author%3A%22van+lintel%2C+H%2A%22&c=Infoscience%2FResearch%2FArchive%2FSTI&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FArchive%2FSTI&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3A%22van+lintel%2C+H%2A%22,0,PEOPLE
4881,http://infoscience.epfl.ch/curator/export/4881/,"{'search_pattern': 'author:""van lintel, H*""', 'search_collection': 'Infoscience/Research/Archive/STI'}",https://infoscience.epfl.ch/search?p=author%3A%22van+lintel%2C+H%2A%22&c=Infoscience%2FResearch%2FArchive%2FSTI&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FArchive%2FSTI&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3A%22van+lintel%2C+H%2A%22,0,PEOPLE
8989,http://infoscience.epfl.ch/curator/export/8989/?ln=fr,"{'search_pattern': 'La responsabilité de l’entrepreneur total en cas d’accident de chantier, Fénart'}",https://infoscience.epfl.ch/search?p=La+responsabilit%C3%A9+de+l%E2%80%99entrepreneur+total+en+cas+d%E2%80%99accident+de+chantier%2C+F%C3%A9nart&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=La+responsabilit%C3%A9+de+l%E2%80%99entrepreneur+total+en+cas+d%E2%80%99accident+de+chantier%2C+F%C3%A9nart,0,PEOPLE
8988,http://infoscience.epfl.ch/curator/export/8988/?ln=fr,{'search_pattern': 'author:166076 AND year:2011'},https://infoscience.epfl.ch/search?p=author%3A166076+AND+year%3A2011&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3A166076+AND+year%3A2011,0,PEOPLE
