legacy id,legacy url,legacy raw search values,new generated url,url for counting,number of new elements since migration,used in
9880,http://infoscience.epfl.ch/curator/export/9880/?ln=fr,"{'search_pattern': 'unit:mcs', 'search_collection': 'Infoscience/Research', 'search_filter': 'collection:ARTICLE'}",https://infoscience.epfl.ch/search?p=%28+unit%3Amcs+%29+AND+%28+collection%3AARTICLE+%29&c=Infoscience%2FResearch&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Amcs+%29+AND+%28+collection%3AARTICLE+%29,0,JAHIA
9881,http://infoscience.epfl.ch/curator/export/9881/?ln=fr,"{'search_pattern': 'unit:mcs', 'search_filter': 'collection:CONF'}",https://infoscience.epfl.ch/search?p=%28+unit%3Amcs+%29+AND+%28+collection%3ACONF+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Amcs+%29+AND+%28+collection%3ACONF+%29,0,JAHIA
9883,http://infoscience.epfl.ch/curator/export/9883/?ln=fr,"{'search_pattern': 'unit:mcs', 'search_filter': 'collection:BOOK'}",https://infoscience.epfl.ch/search?p=%28+unit%3Amcs+%29+AND+%28+collection%3ABOOK+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Amcs+%29+AND+%28+collection%3ABOOK+%29,0,JAHIA
9882,http://infoscience.epfl.ch/curator/export/9882/?ln=fr,"{'search_pattern': 'unit:mcs', 'search_filter': 'collection:THESIS'}",https://infoscience.epfl.ch/search?p=%28+unit%3Amcs+%29+AND+%28+collection%3ATHESIS+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Amcs+%29+AND+%28+collection%3ATHESIS+%29,0,JAHIA
9884,http://infoscience.epfl.ch/curator/export/9884/?ln=fr,"{'search_pattern': 'unit:mcs', 'search_filter': 'collection:CHAPTER,collection:PROC,collection:POSTER,collection:TALK,collection:STANDARD,collection:PATENT,collection:REPORT,collection:WORKING,collection:POLY,collection:STUDENT'}",https://infoscience.epfl.ch/search?p=%28+unit%3Amcs+%29+AND+%28+collection%3ACHAPTER+OR+collection%3APROC+OR+collection%3APOSTER+OR+collection%3ATALK+OR+collection%3ASTANDARD+OR+collection%3APATENT+OR+collection%3AREPORT+OR+collection%3AWORKING+OR+collection%3APOLY+OR+collection%3ASTUDENT+%29&so=d&rg=100,https://infoscience.epfl.ch/search?so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3Amcs+%29+AND+%28+collection%3ACHAPTER+OR+collection%3APROC+OR+collection%3APOSTER+OR+collection%3ATALK+OR+collection%3ASTANDARD+OR+collection%3APATENT+OR+collection%3AREPORT+OR+collection%3AWORKING+OR+collection%3APOLY+OR+collection%3ASTUDENT+%29,0,JAHIA
3022,http://infoscience.epfl.ch/curator/publications/exporter/3022/,"{'search_pattern': 'unit:LVG', 'search_collection': 'Infoscience', 'search_filter': 'collection:ARTICLE,collection:REVIEW,collection:CONF,collection:BOOK,collection:CHAPTER,collection:PROC'}",https://infoscience.epfl.ch/search?p=%28+unit%3ALVG+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ACHAPTER+OR+collection%3APROC+%29&c=Infoscience&so=d,https://infoscience.epfl.ch/search?c=Infoscience&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3ALVG+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+OR+collection%3ABOOK+OR+collection%3ACHAPTER+OR+collection%3APROC+%29,0,JAHIA
6577,http://infoscience.epfl.ch/curator/publications/exporter/6577,"{'search_pattern': 'author:""K Schoonjans"" | author:""J Auwerx""'}",https://infoscience.epfl.ch/search?p=author%3A%22K+Schoonjans%22+%7C+author%3A%22J+Auwerx%22&so=d,https://infoscience.epfl.ch/search?so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=author%3A%22K+Schoonjans%22+%7C+author%3A%22J+Auwerx%22,0,JAHIA
1124,http://infoscience.epfl.ch/curator/publications/exporter/1124/,{'search_basket_id': '3270'},https://infoscience.epfl.ch/search?bskid=3270&of=xm,,n/a,JAHIA
1127,http://infoscience.epfl.ch/curator/export/1127/,{'search_basket_id': '3265'},https://infoscience.epfl.ch/search?bskid=3265&of=xm,,n/a,JAHIA
592,http://infoscience.epfl.ch/curator/publications/exporter/592/,{'search_collection': 'Infoscience/Research/SB/MATHAA/DISOPT'},https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch%2FSB%2FMATHAA%2FDISOPT&so=d,https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch%2FSB%2FMATHAA%2FDISOPT&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=,0,JAHIA
509,http://infoscience.epfl.ch/curator/publications/exporter/509/,"{'search_collection': 'Infoscience/Research/SV/GHI/VDG', 'search_filter': 'collection:ARTICLE'}",https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+%29&c=Infoscience%2FResearch%2FSV%2FGHI%2FVDG&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSV%2FGHI%2FVDG&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+%29,0,JAHIA
510,http://infoscience.epfl.ch/curator/publications/exporter/510/,"{'search_collection': 'Infoscience/Research/SV/GHI/VDG', 'search_filter': 'collection:REVIEW'}",https://infoscience.epfl.ch/search?p=%28+collection%3AREVIEW+%29&c=Infoscience%2FResearch%2FSV%2FGHI%2FVDG&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSV%2FGHI%2FVDG&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AREVIEW+%29,0,JAHIA
493,http://infoscience.epfl.ch/curator/publications/exporter/493/,"{'search_pattern': 'Gennady Shmonin', 'search_collection': 'Infoscience', 'search_field_restriction': 'author'}",https://infoscience.epfl.ch/search?p=Gennady+Shmonin&f1=author&c=Infoscience&so=d,https://infoscience.epfl.ch/search?f1=author&c=Infoscience&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=Gennady+Shmonin,0,JAHIA
502,http://infoscience.epfl.ch/curator/publications/exporter/502/,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:ARTICLE,collection:CONF'}",https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+OR+collection%3ACONF+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+OR+collection%3ACONF+%29,0,JAHIA
502,http://infoscience.epfl.ch/curator/publications/exporter/502/,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:ARTICLE,collection:CONF'}",https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+OR+collection%3ACONF+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+OR+collection%3ACONF+%29,0,JAHIA
502,http://infoscience.epfl.ch/curator/publications/exporter/502/,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:ARTICLE,collection:CONF'}",https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+OR+collection%3ACONF+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+OR+collection%3ACONF+%29,0,JAHIA
4193,http://infoscience.epfl.ch/curator/export/4193/?ln=fr,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:BOOK'}",https://infoscience.epfl.ch/search?p=%28+collection%3ABOOK+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ABOOK+%29,0,JAHIA
4193,http://infoscience.epfl.ch/curator/export/4193/?ln=fr,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:BOOK'}",https://infoscience.epfl.ch/search?p=%28+collection%3ABOOK+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ABOOK+%29,0,JAHIA
4193,http://infoscience.epfl.ch/curator/export/4193/?ln=fr,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:BOOK'}",https://infoscience.epfl.ch/search?p=%28+collection%3ABOOK+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ABOOK+%29,0,JAHIA
499,http://infoscience.epfl.ch/curator/publications/exporter/499/,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:THESIS'}",https://infoscience.epfl.ch/search?p=%28+collection%3ATHESIS+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ATHESIS+%29,0,JAHIA
499,http://infoscience.epfl.ch/curator/publications/exporter/499/,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:THESIS'}",https://infoscience.epfl.ch/search?p=%28+collection%3ATHESIS+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ATHESIS+%29,0,JAHIA
499,http://infoscience.epfl.ch/curator/publications/exporter/499/,"{'search_collection': 'Infoscience/Research/ENAC/IIC/LCH', 'search_filter': 'collection:THESIS'}",https://infoscience.epfl.ch/search?p=%28+collection%3ATHESIS+%29&c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIC%2FLCH&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ATHESIS+%29,0,JAHIA
8116,http://infoscience.epfl.ch/curator/export/8116/?ln=en,{'search_pattern': 'unit:LEM'},https://infoscience.epfl.ch/search?p=unit%3ALEM&so=d,https://infoscience.epfl.ch/search?so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ALEM,0,JAHIA
8116,http://infoscience.epfl.ch/curator/export/8116/?ln=fr,{'search_pattern': 'unit:LEM'},https://infoscience.epfl.ch/search?p=unit%3ALEM&so=d,https://infoscience.epfl.ch/search?so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=unit%3ALEM,0,JAHIA
3558,http://infoscience.epfl.ch/curator/export/3558/?ln=en,"{'search_pattern': 'giovanni de micheli', 'search_field_restriction': 'author', 'search_filter': 'collection:TALK'}",https://infoscience.epfl.ch/search?p=%28+giovanni+de+micheli+%29+AND+%28+collection%3ATALK+%29&f1=author&so=d&rg=100,https://infoscience.epfl.ch/search?f1=author&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+giovanni+de+micheli+%29+AND+%28+collection%3ATALK+%29,0,JAHIA
579,http://infoscience.epfl.ch/curator/publications/exporter/579/,"{'search_collection': 'Infoscience/Research/SV/ISREC/UPSIM', 'search_filter': 'collection:ARTICLE,collection:REVIEW'}",https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29&c=Infoscience%2FResearch%2FSV%2FISREC%2FUPSIM&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSV%2FISREC%2FUPSIM&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+OR+collection%3AREVIEW+%29,0,JAHIA
580,http://infoscience.epfl.ch/curator/publications/exporter/580/,"{'search_collection': 'Infoscience/Research/SV/ISREC/UPSIM', 'search_filter': 'collection:ARTICLE'}",https://infoscience.epfl.ch/search?p=%28+collection%3AARTICLE+%29&c=Infoscience%2FResearch%2FSV%2FISREC%2FUPSIM&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSV%2FISREC%2FUPSIM&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AARTICLE+%29,0,JAHIA
581,http://infoscience.epfl.ch/curator/publications/exporter/581/,"{'search_collection': 'Infoscience/Research/SV/ISREC/UPSIM', 'search_filter': 'collection:REVIEW'}",https://infoscience.epfl.ch/search?p=%28+collection%3AREVIEW+%29&c=Infoscience%2FResearch%2FSV%2FISREC%2FUPSIM&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSV%2FISREC%2FUPSIM&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3AREVIEW+%29,0,JAHIA
508,http://infoscience.epfl.ch/curator/publications/exporter/508/,{'search_collection': 'Infoscience/Research/SV/GHI/VDG'},https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch%2FSV%2FGHI%2FVDG&so=d&rg=100,https://infoscience.epfl.ch/search?p=&c=Infoscience%2FResearch%2FSV%2FGHI%2FVDG&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=,0,JAHIA
519,http://infoscience.epfl.ch/curator/publications/exporter/519/,"{'search_pattern': 'echo AND rinaldo', 'search_collection': 'Infoscience', 'search_filter': 'collection:CHAPTER'}",https://infoscience.epfl.ch/search?p=%28+echo+AND+rinaldo+%29+AND+%28+collection%3ACHAPTER+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+echo+AND+rinaldo+%29+AND+%28+collection%3ACHAPTER+%29,0,JAHIA
519,http://infoscience.epfl.ch/curator/publications/exporter/519/,"{'search_pattern': 'echo AND rinaldo', 'search_collection': 'Infoscience', 'search_filter': 'collection:CHAPTER'}",https://infoscience.epfl.ch/search?p=%28+echo+AND+rinaldo+%29+AND+%28+collection%3ACHAPTER+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+echo+AND+rinaldo+%29+AND+%28+collection%3ACHAPTER+%29,0,JAHIA
521,http://infoscience.epfl.ch/curator/publications/exporter/521/,"{'search_pattern': 'echo', 'search_collection': 'Infoscience', 'search_filter': 'collection:PROC'}",https://infoscience.epfl.ch/search?p=%28+echo+%29+AND+%28+collection%3APROC+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+echo+%29+AND+%28+collection%3APROC+%29,0,JAHIA
521,http://infoscience.epfl.ch/curator/publications/exporter/521/,"{'search_pattern': 'echo', 'search_collection': 'Infoscience', 'search_filter': 'collection:PROC'}",https://infoscience.epfl.ch/search?p=%28+echo+%29+AND+%28+collection%3APROC+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+echo+%29+AND+%28+collection%3APROC+%29,0,JAHIA
1101,http://infoscience.epfl.ch/curator/publications/exporter/1101/,"{'search_pattern': 'unit:CMCS', 'search_collection': 'Infoscience', 'search_filter': 'collection:CONF,collection:PROC'}",https://infoscience.epfl.ch/search?p=%28+unit%3ACMCS+%29+AND+%28+collection%3ACONF+OR+collection%3APROC+%29&c=Infoscience&so=d,https://infoscience.epfl.ch/search?c=Infoscience&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+unit%3ACMCS+%29+AND+%28+collection%3ACONF+OR+collection%3APROC+%29,0,JAHIA
649,http://infoscience.epfl.ch/curator/publications/exporter/649/,"{'search_collection': 'Infoscience/Research/SB/MATHICSE/CMCS', 'search_filter': 'collection:BOOK,collection:CHAPTER'}",https://infoscience.epfl.ch/search?p=%28+collection%3ABOOK+OR+collection%3ACHAPTER+%29&c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ABOOK+OR+collection%3ACHAPTER+%29,0,JAHIA
652,http://infoscience.epfl.ch/curator/publications/exporter/652/,"{'search_collection': 'Infoscience/Research/SB/MATHICSE/CMCS', 'search_filter': 'collection:THESIS'}",https://infoscience.epfl.ch/search?p=%28+collection%3ATHESIS+%29&c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ATHESIS+%29,0,JAHIA
653,http://infoscience.epfl.ch/curator/publications/exporter/653/,"{'search_collection': 'Infoscience/Research/SB/MATHICSE/CMCS', 'search_filter': 'collection:TALK'}",https://infoscience.epfl.ch/search?p=%28+collection%3ATALK+%29&c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ATALK+%29,0,JAHIA
654,http://infoscience.epfl.ch/curator/publications/exporter/654/,"{'search_collection': 'Infoscience/Research/SB/MATHICSE/CMCS', 'search_filter': 'collection:STUDENT'}",https://infoscience.epfl.ch/search?p=%28+collection%3ASTUDENT+%29&c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FSB%2FMATHICSE%2FCMCS&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ASTUDENT+%29,0,JAHIA
533,http://infoscience.epfl.ch/curator/publications/exporter/533/,"{'search_collection': 'Infoscience/Research/ENAC/IIE/ECHO', 'search_filter': 'collection:BOOK'}",https://infoscience.epfl.ch/search?p=%28+collection%3ABOOK+%29&c=Infoscience%2FResearch%2FENAC%2FIIE%2FECHO&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIE%2FECHO&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ABOOK+%29,0,JAHIA
533,http://infoscience.epfl.ch/curator/publications/exporter/533/,"{'search_collection': 'Infoscience/Research/ENAC/IIE/ECHO', 'search_filter': 'collection:BOOK'}",https://infoscience.epfl.ch/search?p=%28+collection%3ABOOK+%29&c=Infoscience%2FResearch%2FENAC%2FIIE%2FECHO&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FENAC%2FIIE%2FECHO&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ABOOK+%29,0,JAHIA
534,http://infoscience.epfl.ch/curator/publications/exporter/534/,"{'search_pattern': 'hydram', 'search_collection': 'Infoscience', 'search_filter': 'collection:BOOK,collection:CHAPTER,collection:PROC'}",https://infoscience.epfl.ch/search?p=%28+hydram+%29+AND+%28+collection%3ABOOK+OR+collection%3ACHAPTER+OR+collection%3APROC+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+hydram+%29+AND+%28+collection%3ABOOK+OR+collection%3ACHAPTER+OR+collection%3APROC+%29,0,JAHIA
534,http://infoscience.epfl.ch/curator/publications/exporter/534/,"{'search_pattern': 'hydram', 'search_collection': 'Infoscience', 'search_filter': 'collection:BOOK,collection:CHAPTER,collection:PROC'}",https://infoscience.epfl.ch/search?p=%28+hydram+%29+AND+%28+collection%3ABOOK+OR+collection%3ACHAPTER+OR+collection%3APROC+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+hydram+%29+AND+%28+collection%3ABOOK+OR+collection%3ACHAPTER+OR+collection%3APROC+%29,0,JAHIA
531,http://infoscience.epfl.ch/curator/publications/exporter/531/,"{'search_pattern': 'hydram', 'search_collection': 'Infoscience', 'search_filter': 'collection:REPORT,collection:WORKING'}",https://infoscience.epfl.ch/search?p=%28+hydram+%29+AND+%28+collection%3AREPORT+OR+collection%3AWORKING+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+hydram+%29+AND+%28+collection%3AREPORT+OR+collection%3AWORKING+%29,0,JAHIA
531,http://infoscience.epfl.ch/curator/publications/exporter/531/,"{'search_pattern': 'hydram', 'search_collection': 'Infoscience', 'search_filter': 'collection:REPORT,collection:WORKING'}",https://infoscience.epfl.ch/search?p=%28+hydram+%29+AND+%28+collection%3AREPORT+OR+collection%3AWORKING+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+hydram+%29+AND+%28+collection%3AREPORT+OR+collection%3AWORKING+%29,0,JAHIA
532,http://infoscience.epfl.ch/curator/publications/exporter/532/,"{'search_pattern': 'echo', 'search_collection': 'Infoscience', 'search_filter': 'collection:TALK'}",https://infoscience.epfl.ch/search?p=%28+echo+%29+AND+%28+collection%3ATALK+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+echo+%29+AND+%28+collection%3ATALK+%29,0,JAHIA
532,http://infoscience.epfl.ch/curator/publications/exporter/532/,"{'search_pattern': 'echo', 'search_collection': 'Infoscience', 'search_filter': 'collection:TALK'}",https://infoscience.epfl.ch/search?p=%28+echo+%29+AND+%28+collection%3ATALK+%29&c=Infoscience&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+echo+%29+AND+%28+collection%3ATALK+%29,0,JAHIA
774,http://infoscience.epfl.ch/curator/publications/exporter/774/,"{'search_pattern': 'lme', 'search_collection': 'Infoscience'}",https://infoscience.epfl.ch/search?p=lme&c=Infoscience&so=d,https://infoscience.epfl.ch/search?c=Infoscience&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=lme,0,JAHIA
775,http://infoscience.epfl.ch/curator/publications/exporter/775/,"{'search_pattern': 'lme', 'search_collection': 'Infoscience'}",https://infoscience.epfl.ch/search?p=lme&c=Infoscience&so=d,https://infoscience.epfl.ch/search?c=Infoscience&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=lme,0,JAHIA
561,http://infoscience.epfl.ch/curator/publications/exporter/561/,"{'search_collection': 'Infoscience/Research/IC/ISIM/LSP', 'search_filter': 'collection:ARTICLE,collection:REVIEW,collection:CONF'}",https://infoscience.epfl.ch/search?p=%28++year%3A2006-%3Enow+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+%29&c=Infoscience%2FResearch%2FIC%2FISIM%2FLSP&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FIC%2FISIM%2FLSP&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28++year%3A2006-%3Enow+%29+AND+%28+collection%3AARTICLE+OR+collection%3AREVIEW+OR+collection%3ACONF+%29,0,JAHIA
573,http://infoscience.epfl.ch/curator/publications/exporter/573/,"{'search_pattern': 'lme', 'search_collection': 'Infoscience', 'search_filter': 'collection:ARTICLE'}",https://infoscience.epfl.ch/search?p=%28+lme+%29+AND+%28+collection%3AARTICLE+%29&c=Infoscience&so=d,https://infoscience.epfl.ch/search?c=Infoscience&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+lme+%29+AND+%28+collection%3AARTICLE+%29,0,JAHIA
573,http://infoscience.epfl.ch/curator/publications/exporter/573/,"{'search_pattern': 'lme', 'search_collection': 'Infoscience', 'search_filter': 'collection:ARTICLE'}",https://infoscience.epfl.ch/search?p=%28+lme+%29+AND+%28+collection%3AARTICLE+%29&c=Infoscience&so=d,https://infoscience.epfl.ch/search?c=Infoscience&so=d&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+lme+%29+AND+%28+collection%3AARTICLE+%29,0,JAHIA
562,http://infoscience.epfl.ch/curator/publications/exporter/562/,"{'search_collection': 'Infoscience/Research/IC/ISIM/LSP', 'search_filter': 'collection:BOOK'}",https://infoscience.epfl.ch/search?p=%28+collection%3ABOOK+%29&c=Infoscience%2FResearch%2FIC%2FISIM%2FLSP&so=d&rg=100,https://infoscience.epfl.ch/search?c=Infoscience%2FResearch%2FIC%2FISIM%2FLSP&so=d&rg=100&d1d=29&d1m=01&d1y=2018&of=xm&as=1&m1=a&action_search=Search&p1=%28+collection%3ABOOK+%29,0,JAHIA
